row_id,order_id,order_date,ship_date,ship_mode,customer_id,postal_code,product_id,sales,units,gross_profit,cost
7914,US-2024-118437-CHO-FUD-51000,20240617,20291212,Second Class,118437,98502,CHO-FUD-51000,10.8,3,7.2,3.6
7920,US-2024-118437-CHO-TRI-54000,20240617,20291212,Second Class,118437,98502,CHO-TRI-54000,3.75,1,2.45,1.3
5114,US-2023-160234-CHO-FUD-51000,20230626,20281223,Standard Class,160234,30318,CHO-FUD-51000,3.6,1,2.4,1.2
6084,US-2023-114972-CHO-MIL-31000,20231103,20290428,First Class,114972,90032,CHO-MIL-31000,6.5,2,4.22,2.28
6089,US-2023-114972-CHO-MIL-31000,20231103,20290428,First Class,114972,90032,CHO-MIL-31000,13,4,8.44,4.56
6100,US-2023-114972-CHO-TRI-54000,20231103,20290428,First Class,114972,90032,CHO-TRI-54000,26.25,7,17.15,9.1
6105,US-2023-114972-CHO-MIL-31000,20231103,20290428,First Class,114972,90032,CHO-MIL-31000,16.25,5,10.55,5.7
6792,US-2023-163258-CHO-MIL-31000,20231229,20290624,Standard Class,163258,90045,CHO-MIL-31000,9.75,3,6.33,3.42
8496,US-2024-110380-CHO-SCR-58000,20240902,20300228,Standard Class,110380,94122,CHO-SCR-58000,10.8,3,7.5,3.3
8573,US-2024-130687-CHO-NUT-13000,20240907,20300303,First Class,130687,98026,CHO-NUT-13000,13.96,4,9.96,4
8575,US-2024-130687-CHO-FUD-51000,20240907,20300303,First Class,130687,98026,CHO-FUD-51000,3.6,1,2.4,1.2
8589,US-2024-130687-CHO-MIL-31000,20240907,20300303,First Class,130687,98026,CHO-MIL-31000,6.5,2,4.22,2.28
459,US-2021-102071-CHO-NUT-13000,20210509,20261105,Standard Class,102071,94110,CHO-NUT-13000,10.47,3,7.47,3
460,US-2021-102071-CHO-NUT-13000,20210509,20261105,Standard Class,102071,94110,CHO-NUT-13000,13.96,4,9.96,4
791,US-2021-109890-CHO-TRI-54000,20210721,20270117,Standard Class,109890,68104,CHO-TRI-54000,7.5,2,4.9,2.6
2430,US-2022-155369-CHO-TRI-54000,20220419,20271016,Standard Class,155369,75007,CHO-TRI-54000,7.5,2,4.9,2.6
2431,US-2022-155369-CHO-TRI-54000,20220419,20271016,Standard Class,155369,75007,CHO-TRI-54000,15,4,9.8,5.2
2898,US-2022-129553-CHO-SCR-58000,20220727,20280123,Standard Class,129553,40214,CHO-SCR-58000,10.8,3,7.5,3.3
4321,US-2023-162859-CHO-TRI-54000,20230215,20280814,Standard Class,162859,10009,CHO-TRI-54000,11.25,3,7.35,3.9
4322,US-2023-162859-CHO-NUT-13000,20230215,20280814,Standard Class,162859,10009,CHO-NUT-13000,13.96,4,9.96,4
4400,US-2023-106306-CHO-FUD-51000,20230308,20280828,Same Day,106306,85301,CHO-FUD-51000,10.8,3,7.2,3.6
4574,US-2023-150000-CHO-SCR-58000,20230408,20281004,Standard Class,150000,30080,CHO-SCR-58000,14.4,4,10,4.4
5515,US-2023-151561-CHO-MIL-31000,20230901,20290227,Standard Class,151561,10011,CHO-MIL-31000,9.75,3,6.33,3.42
5531,US-2023-151561-CHO-SCR-58000,20230901,20290227,Standard Class,151561,10011,CHO-SCR-58000,21.6,6,15,6.6
5532,US-2023-151561-CHO-MIL-31000,20230901,20290227,Standard Class,151561,10011,CHO-MIL-31000,6.5,2,4.22,2.28
6047,US-2023-144344-CHO-SCR-58000,20231028,20290419,Same Day,144344,33437,CHO-SCR-58000,10.8,3,7.5,3.3
6049,US-2023-144344-CHO-SCR-58000,20231028,20290419,Same Day,144344,33437,CHO-SCR-58000,7.2,2,5,2.2
6050,US-2023-144344-CHO-FUD-51000,20231028,20290419,Same Day,144344,33437,CHO-FUD-51000,10.8,3,7.2,3.6
6056,US-2023-144344-CHO-FUD-51000,20231028,20290419,Same Day,144344,33437,CHO-FUD-51000,18,5,12,6
6295,US-2023-103464-CHO-FUD-51000,20231118,20290514,Standard Class,103464,92105,CHO-FUD-51000,18,5,12,6
8916,US-2024-140186-CHO-NUT-13000,20240929,20300325,First Class,140186,93309,CHO-NUT-13000,3.49,1,2.49,1
8919,US-2024-140186-CHO-FUD-51000,20240929,20300325,First Class,140186,93309,CHO-FUD-51000,3.6,1,2.4,1.2
8921,US-2024-140186-CHO-TRI-54000,20240929,20300325,First Class,140186,93309,CHO-TRI-54000,7.5,2,4.9,2.6
8923,US-2024-140186-CHO-FUD-51000,20240929,20300325,First Class,140186,93309,CHO-FUD-51000,7.2,2,4.8,2.4
8927,US-2024-140186-CHO-TRI-54000,20240929,20300325,First Class,140186,93309,CHO-TRI-54000,26.25,7,17.15,9.1
9420,US-2024-116491-CHO-SCR-58000,20241111,20300506,First Class,116491,75081,CHO-SCR-58000,7.2,2,5,2.2
9622,US-2024-123701-CHO-FUD-51000,20241124,20300520,First Class,123701,94110,CHO-FUD-51000,14.4,4,9.6,4.8
470,US-2021-103849-CHO-FUD-51000,20210511,20261106,Standard Class,103849,76106,CHO-FUD-51000,14.4,4,9.6,4.8
475,US-2021-103849-CHO-MIL-31000,20210511,20261106,Standard Class,103849,76106,CHO-MIL-31000,6.5,2,4.22,2.28
476,US-2021-103849-CHO-SCR-58000,20210511,20261106,Standard Class,103849,76106,CHO-SCR-58000,3.6,1,2.5,1.1
3161,US-2022-166464-CHO-SCR-58000,20220912,20280309,Standard Class,166464,10035,CHO-SCR-58000,14.4,4,10,4.4
3166,US-2022-166464-CHO-MIL-31000,20220912,20280309,Standard Class,166464,10035,CHO-MIL-31000,6.5,2,4.22,2.28
4047,US-2022-134117-CHO-TRI-54000,20221217,20280610,Second Class,134117,90008,CHO-TRI-54000,18.75,5,12.25,6.5
4051,US-2022-134117-CHO-NUT-13000,20221217,20280610,Second Class,134117,90008,CHO-NUT-13000,6.98,2,4.98,2
4053,US-2022-134117-CHO-FUD-51000,20221217,20280610,Second Class,134117,90008,CHO-FUD-51000,7.2,2,4.8,2.4
4243,US-2023-111010-CHO-SCR-58000,20230122,20280720,Standard Class,111010,07960,CHO-SCR-58000,21.6,6,15,6.6
4663,US-2023-147578-CHO-TRI-54000,20230422,20281016,Second Class,147578,94122,CHO-TRI-54000,11.25,3,7.35,3.9
7882,US-2024-122056-CHO-FUD-51000,20240613,20291208,Standard Class,122056,22153,CHO-FUD-51000,25.2,7,16.8,8.4
7946,US-2024-135986-CHO-MIL-31000,20240620,20291218,Standard Class,135986,23223,CHO-MIL-31000,16.25,5,10.55,5.7
7951,US-2024-135986-CHO-MIL-31000,20240620,20291218,Standard Class,135986,23223,CHO-MIL-31000,13,4,8.44,4.56
9200,US-2024-155558-CHO-TRI-54000,20241026,20300425,Standard Class,155558,55901,CHO-TRI-54000,7.5,2,4.9,2.6
9203,US-2024-155558-CHO-NUT-13000,20241026,20300425,Standard Class,155558,55901,CHO-NUT-13000,3.49,1,2.49,1
9297,US-2024-148320-CHO-MIL-31000,20241103,20300501,Standard Class,148320,94109,CHO-MIL-31000,19.5,6,12.66,6.84
9147,US-2024-113558-CHO-FUD-51000,20241021,20300418,Standard Class,113558,33801,CHO-FUD-51000,10.8,3,7.2,3.6
9148,US-2024-113558-CHO-SCR-58000,20241021,20300418,Standard Class,113558,33801,CHO-SCR-58000,10.8,3,7.5,3.3
545,US-2021-135993-CHO-MIL-31000,20210528,20261123,Standard Class,135993,98115,CHO-MIL-31000,13,4,8.44,4.56
546,US-2021-135993-CHO-TRI-54000,20210528,20261123,Standard Class,135993,98115,CHO-TRI-54000,22.5,6,14.7,7.8
3670,US-2022-154746-CHO-MIL-31000,20221114,20280509,First Class,154746,22153,CHO-MIL-31000,9.75,3,6.33,3.42
3672,US-2022-154746-OTH-KAZ-38000,20221114,20280509,First Class,154746,22153,OTH-KAZ-38000,6.5,2,0.5,6
3674,US-2022-137897-CHO-SCR-58000,20221114,20280511,Standard Class,137897,10035,CHO-SCR-58000,18,5,12.5,5.5
3677,US-2022-137897-CHO-FUD-51000,20221114,20280511,Standard Class,137897,10035,CHO-FUD-51000,7.2,2,4.8,2.4
3678,US-2022-137897-CHO-NUT-13000,20221114,20280511,Standard Class,137897,10035,CHO-NUT-13000,6.98,2,4.98,2
4732,US-2023-112676-CHO-MIL-31000,20230505,20281028,First Class,112676,37130,CHO-MIL-31000,9.75,3,6.33,3.42
6103,US-2023-160136-CHO-SCR-58000,20231103,20290501,Standard Class,160136,75217,CHO-SCR-58000,7.2,2,5,2.2
7694,US-2024-108700-CHO-SCR-58000,20240519,20291113,Standard Class,108700,61107,CHO-SCR-58000,21.6,6,15,6.6
9295,US-2024-103009-OTH-GUM-21000,20241103,20300428,Second Class,103009,40475,OTH-GUM-21000,6.25,5,3.25,3
9587,US-2024-105130-CHO-NUT-13000,20241121,20300518,Standard Class,105130,94122,CHO-NUT-13000,13.96,4,9.96,4
9589,US-2024-105130-CHO-MIL-31000,20241121,20300518,Standard Class,105130,94122,CHO-MIL-31000,6.5,2,4.22,2.28
337,US-2021-124023-CHO-MIL-31000,20210407,20261001,First Class,124023,36608,CHO-MIL-31000,6.5,2,4.22,2.28
2860,US-2022-122973-CHO-SCR-58000,20220718,20280110,Second Class,122973,10024,CHO-SCR-58000,3.6,1,2.5,1.1
2862,US-2022-122973-CHO-SCR-58000,20220718,20280110,Second Class,122973,10024,CHO-SCR-58000,7.2,2,5,2.2
2864,US-2022-122973-CHO-FUD-51000,20220718,20280110,Second Class,122973,10024,CHO-FUD-51000,3.6,1,2.4,1.2
5262,US-2023-137939-CHO-TRI-54000,20230720,20290112,Second Class,137939,11561,CHO-TRI-54000,18.75,5,12.25,6.5
5642,US-2023-153101-CHO-FUD-51000,20230908,20290228,Same Day,153101,92704,CHO-FUD-51000,3.6,1,2.4,1.2
7635,US-2024-143686-CHO-NUT-13000,20240514,20291104,Same Day,143686,92704,CHO-NUT-13000,6.98,2,4.98,2
7650,US-2024-143686-CHO-FUD-51000,20240514,20291104,Same Day,143686,92704,CHO-FUD-51000,25.2,7,16.8,8.4
7948,US-2024-151218-CHO-MIL-31000,20240620,20291214,First Class,151218,33180,CHO-MIL-31000,3.25,1,2.11,1.14
8368,US-2024-163069-CHO-TRI-54000,20240818,20300211,Second Class,163069,43229,CHO-TRI-54000,11.25,3,7.35,3.9
306,US-2021-105172-CHO-MIL-31000,20210404,20260930,Standard Class,105172,94109,CHO-MIL-31000,19.5,6,12.66,6.84
5566,US-2023-158099-CHO-FUD-51000,20230903,20290225,First Class,158099,19143,CHO-FUD-51000,18,5,12,6
5573,US-2023-158099-CHO-TRI-54000,20230903,20290225,First Class,158099,19143,CHO-TRI-54000,11.25,3,7.35,3.9
1557,US-2021-105893-CHO-NUT-13000,20211111,20270511,Standard Class,105893,53711,CHO-NUT-13000,20.94,6,14.94,6
4622,US-2023-166282-CHO-MIL-31000,20230416,20281012,Standard Class,166282,37211,CHO-MIL-31000,22.75,7,14.77,7.98
4624,US-2023-166282-CHO-MIL-31000,20230416,20281012,Standard Class,166282,37211,CHO-MIL-31000,13,4,8.44,4.56
5410,US-2023-150343-CHO-SCR-58000,20230816,20290209,Standard Class,150343,94110,CHO-SCR-58000,10.8,3,7.5,3.3
5594,US-2023-115756-CHO-FUD-51000,20230905,20290227,Second Class,115756,48227,CHO-FUD-51000,10.8,3,7.2,3.6
5597,US-2023-115756-CHO-MIL-31000,20230905,20290227,Second Class,115756,48227,CHO-MIL-31000,3.25,1,2.11,1.14
5614,US-2023-115756-CHO-SCR-58000,20230905,20290227,Second Class,115756,48227,CHO-SCR-58000,25.2,7,17.5,7.7
5620,US-2023-115756-CHO-SCR-58000,20230905,20290227,Second Class,115756,48227,CHO-SCR-58000,14.4,4,10,4.4
5623,US-2023-115756-CHO-TRI-54000,20230905,20290227,Second Class,115756,48227,CHO-TRI-54000,11.25,3,7.35,3.9
5624,US-2023-115756-CHO-MIL-31000,20230905,20290227,Second Class,115756,48227,CHO-MIL-31000,9.75,3,6.33,3.42
5814,US-2023-134488-CHO-SCR-58000,20230924,20290323,Standard Class,134488,43229,CHO-SCR-58000,7.2,2,5,2.2
6653,US-2023-129126-CHO-TRI-54000,20231214,20290610,Standard Class,129126,10011,CHO-TRI-54000,15,4,9.8,5.2
6654,US-2023-129126-CHO-SCR-58000,20231214,20290610,Standard Class,129126,10011,CHO-SCR-58000,7.2,2,5,2.2
6655,US-2023-129126-CHO-SCR-58000,20231214,20290610,Standard Class,129126,10011,CHO-SCR-58000,21.6,6,15,6.6
6656,US-2023-129126-CHO-MIL-31000,20231214,20290610,Standard Class,129126,10011,CHO-MIL-31000,6.5,2,4.22,2.28
6657,US-2023-129126-CHO-TRI-54000,20231214,20290610,Standard Class,129126,10011,CHO-TRI-54000,7.5,2,4.9,2.6
6659,US-2023-129126-CHO-SCR-58000,20231214,20290610,Standard Class,129126,10011,CHO-SCR-58000,3.6,1,2.5,1.1
6669,US-2023-118332-CHO-MIL-31000,20231216,20290614,Standard Class,118332,92307,CHO-MIL-31000,16.25,5,10.55,5.7
7114,US-2024-147753-CHO-FUD-51000,20240305,20290826,Same Day,147753,53209,CHO-FUD-51000,7.2,2,4.8,2.4
8404,US-2024-102183-CHO-FUD-51000,20240821,20300218,Standard Class,102183,10035,CHO-FUD-51000,21.6,6,14.4,7.2
8405,US-2024-102183-CHO-SCR-58000,20240821,20300218,Standard Class,102183,10035,CHO-SCR-58000,25.2,7,17.5,7.7
8538,US-2024-116680-CHO-SCR-58000,20240904,20300227,Second Class,116680,94122,CHO-SCR-58000,28.8,8,20,8.8
8548,US-2024-116680-CHO-FUD-51000,20240904,20300227,Second Class,116680,94122,CHO-FUD-51000,21.6,6,14.4,7.2
9369,US-2024-132346-CHO-MIL-31000,20241107,20300504,Standard Class,132346,19711,CHO-MIL-31000,22.75,7,14.77,7.98
10058,US-2024-107461-CHO-TRI-54000,20241221,20300618,Second Class,107461,29203,CHO-TRI-54000,22.5,6,14.7,7.8
1446,US-2021-168305-CHO-MIL-31000,20211101,20270501,Standard Class,168305,90049,CHO-MIL-31000,9.75,3,6.33,3.42
1449,US-2021-168305-CHO-NUT-13000,20211101,20270501,Standard Class,168305,90049,CHO-NUT-13000,17.45,5,12.45,5
4467,US-2023-113509-CHO-SCR-58000,20230315,20280908,Standard Class,113509,19143,CHO-SCR-58000,10.8,3,7.5,3.3
7422,US-2024-109946-CHO-TRI-54000,20240416,20291012,Standard Class,109946,60610,CHO-TRI-54000,18.75,5,12.25,6.5
7959,US-2024-165757-CHO-NUT-13000,20240622,20291219,Standard Class,165757,19140,CHO-NUT-13000,10.47,3,7.47,3
7960,US-2024-165757-CHO-FUD-51000,20240622,20291219,Standard Class,165757,19140,CHO-FUD-51000,18,5,12,6
7962,US-2024-165757-CHO-MIL-31000,20240622,20291219,Standard Class,165757,19140,CHO-MIL-31000,6.5,2,4.22,2.28
9991,US-2024-119564-CHO-SCR-58000,20241215,20300612,Standard Class,119564,98115,CHO-SCR-58000,10.8,3,7.5,3.3
434,US-2021-117709-CHO-NUT-13000,20210504,20261029,Standard Class,117709,49201,CHO-NUT-13000,13.96,4,9.96,4
2094,US-2022-141250-CHO-NUT-13000,20220119,20270716,Standard Class,141250,77590,CHO-NUT-13000,13.96,4,9.96,4
2095,US-2022-141250-CHO-TRI-54000,20220119,20270716,Standard Class,141250,77590,CHO-TRI-54000,3.75,1,2.45,1.3
6570,US-2023-102092-CHO-NUT-13000,20231209,20290602,First Class,102092,22153,CHO-NUT-13000,24.43,7,17.43,7
4061,US-2022-134558-CHO-MIL-31000,20221219,20280615,Second Class,134558,03820,CHO-MIL-31000,13,4,8.44,4.56
4068,US-2022-134558-CHO-FUD-51000,20221219,20280615,Second Class,134558,03820,CHO-FUD-51000,18,5,12,6
4071,US-2022-134558-CHO-NUT-13000,20221219,20280615,Second Class,134558,03820,CHO-NUT-13000,31.41,9,22.41,9
5921,US-2023-149685-CHO-TRI-54000,20231008,20290406,Standard Class,149685,78207,CHO-TRI-54000,22.5,6,14.7,7.8
6022,US-2023-165148-CHO-FUD-51000,20231022,20290415,First Class,165148,48227,CHO-FUD-51000,18,5,12,6
9387,US-2024-159667-CHO-TRI-54000,20241109,20300506,Standard Class,159667,32216,CHO-TRI-54000,11.25,3,7.35,3.9
9390,US-2024-159667-CHO-FUD-51000,20241109,20300506,Standard Class,159667,32216,CHO-FUD-51000,14.4,4,9.6,4.8
2930,US-2022-141936-CHO-MIL-31000,20220807,20280202,Standard Class,141936,93309,CHO-MIL-31000,9.75,3,6.33,3.42
5669,US-2023-118780-CHO-SCR-58000,20230910,20290306,Second Class,118780,10011,CHO-SCR-58000,3.6,1,2.5,1.1
5670,US-2023-118780-CHO-NUT-13000,20230910,20290306,Second Class,118780,10011,CHO-NUT-13000,6.98,2,4.98,2
5716,US-2023-155439-CHO-TRI-54000,20230914,20290310,Standard Class,155439,29203,CHO-TRI-54000,15,4,9.8,5.2
6681,US-2023-138597-CHO-MIL-31000,20231218,20290612,First Class,138597,68104,CHO-MIL-31000,9.75,3,6.33,3.42
7468,US-2024-132031-CHO-TRI-54000,20240423,20291018,Standard Class,132031,37042,CHO-TRI-54000,15,4,9.8,5.2
7469,US-2024-132031-CHO-SCR-58000,20240423,20291018,Standard Class,132031,37042,CHO-SCR-58000,10.8,3,7.5,3.3
7477,US-2024-132031-CHO-MIL-31000,20240423,20291018,Standard Class,132031,37042,CHO-MIL-31000,3.25,1,2.11,1.14
7481,US-2024-132031-CHO-FUD-51000,20240423,20291018,Standard Class,132031,37042,CHO-FUD-51000,7.2,2,4.8,2.4
7494,US-2024-132213-CHO-SCR-58000,20240425,20291017,First Class,132213,37211,CHO-SCR-58000,18,5,12.5,5.5
7495,US-2024-132213-CHO-TRI-54000,20240425,20291017,First Class,132213,37211,CHO-TRI-54000,33.75,9,22.05,11.7
9382,US-2024-161018-CHO-SCR-58000,20241109,20300504,Second Class,161018,10009,CHO-SCR-58000,25.2,7,17.5,7.7
9712,US-2024-148768-CHO-MIL-31000,20241130,20300525,Second Class,148768,33180,CHO-MIL-31000,9.75,3,6.33,3.42
1465,US-2021-148782-CHO-SCR-58000,20211102,20270430,Standard Class,148782,75061,CHO-SCR-58000,10.8,3,7.5,3.3
1818,US-2021-159681-CHO-MIL-31000,20211207,20270605,Standard Class,159681,23464,CHO-MIL-31000,13,4,8.44,4.56
2483,US-2022-104486-CHO-MIL-31000,20220501,20271027,Standard Class,104486,94109,CHO-MIL-31000,3.25,1,2.11,1.14
2484,US-2022-104486-CHO-TRI-54000,20220501,20271027,Standard Class,104486,94109,CHO-TRI-54000,11.25,3,7.35,3.9
2485,US-2022-104486-CHO-SCR-58000,20220501,20271027,Standard Class,104486,94109,CHO-SCR-58000,7.2,2,5,2.2
3646,US-2022-130183-CHO-FUD-51000,20221113,20280509,Standard Class,130183,77041,CHO-FUD-51000,10.8,3,7.2,3.6
5507,US-2023-141544-CHO-TRI-54000,20230830,20290221,First Class,141544,19143,CHO-TRI-54000,15,4,9.8,5.2
5509,US-2023-141544-CHO-NUT-13000,20230830,20290221,First Class,141544,19143,CHO-NUT-13000,20.94,6,14.94,6
5510,US-2023-141544-CHO-TRI-54000,20230830,20290221,First Class,141544,19143,CHO-TRI-54000,37.5,10,24.5,13
5511,US-2023-141544-CHO-NUT-13000,20230830,20290221,First Class,141544,19143,CHO-NUT-13000,6.98,2,4.98,2
5512,US-2023-141544-CHO-MIL-31000,20230830,20290221,First Class,141544,19143,CHO-MIL-31000,9.75,3,6.33,3.42
5753,US-2023-111409-CHO-TRI-54000,20230918,20290314,Standard Class,111409,32216,CHO-TRI-54000,3.75,1,2.45,1.3
8058,US-2024-101784-CHO-TRI-54000,20240706,20300101,Standard Class,101784,90008,CHO-TRI-54000,11.25,3,7.35,3.9
8419,US-2024-129021-CHO-NUT-13000,20240823,20300216,Second Class,129021,32303,CHO-NUT-13000,6.98,2,4.98,2
8420,US-2024-129021-CHO-FUD-51000,20240823,20300216,Second Class,129021,32303,CHO-FUD-51000,21.6,6,14.4,7.2
8421,US-2024-129021-CHO-SCR-58000,20240823,20300216,Second Class,129021,32303,CHO-SCR-58000,18,5,12.5,5.5
8422,US-2024-129021-CHO-FUD-51000,20240823,20300216,Second Class,129021,32303,CHO-FUD-51000,7.2,2,4.8,2.4
8423,US-2024-129021-CHO-MIL-31000,20240823,20300216,Second Class,129021,32303,CHO-MIL-31000,42.25,13,27.43,14.82
8984,US-2024-149853-CHO-SCR-58000,20241003,20300401,Standard Class,149853,33012,CHO-SCR-58000,18,5,12.5,5.5
8988,US-2024-149853-CHO-FUD-51000,20241003,20300401,Standard Class,149853,33012,CHO-FUD-51000,10.8,3,7.2,3.6
9194,US-2024-141705-CHO-SCR-58000,20241024,20300418,First Class,141705,76063,CHO-SCR-58000,18,5,12.5,5.5
10148,US-2024-106705-CHO-FUD-51000,20241226,20300624,Standard Class,106705,52601,CHO-FUD-51000,18,5,12,6
253,US-2021-120838-CHO-TRI-54000,20210323,20260916,Second Class,120838,90036,CHO-TRI-54000,7.5,2,4.9,2.6
254,US-2021-120838-CHO-FUD-51000,20210323,20260916,Second Class,120838,90036,CHO-FUD-51000,21.6,6,14.4,7.2
1386,US-2021-146703-CHO-TRI-54000,20211020,20270417,Second Class,146703,48185,CHO-TRI-54000,15,4,9.8,5.2
5730,US-2023-152415-CHO-FUD-51000,20230917,20290314,Standard Class,152415,01752,CHO-FUD-51000,10.8,3,7.2,3.6
5731,US-2023-152415-CHO-MIL-31000,20230917,20290314,Standard Class,152415,01752,CHO-MIL-31000,9.75,3,6.33,3.42
7752,US-2024-140088-CHO-NUT-13000,20240528,20291120,Second Class,140088,29203,CHO-NUT-13000,6.98,2,4.98,2
8272,US-2024-128328-CHO-FUD-51000,20240805,20300130,Standard Class,128328,46203,CHO-FUD-51000,21.6,6,14.4,7.2
8273,US-2024-128328-CHO-MIL-31000,20240805,20300130,Standard Class,128328,46203,CHO-MIL-31000,29.25,9,18.99,10.26
8276,US-2024-128328-CHO-SCR-58000,20240805,20300130,Standard Class,128328,46203,CHO-SCR-58000,7.2,2,5,2.2
10144,US-2024-108756-CHO-MIL-31000,20241225,20300621,Standard Class,108756,07017,CHO-MIL-31000,9.75,3,6.33,3.42
10187,US-2024-143259-CHO-TRI-54000,20241230,20300626,Standard Class,143259,10009,CHO-TRI-54000,15,4,9.8,5.2
10190,US-2024-143259-CHO-MIL-31000,20241230,20300626,Standard Class,143259,10009,CHO-MIL-31000,9.75,3,6.33,3.42
10193,US-2024-143259-CHO-TRI-54000,20241230,20300626,Standard Class,143259,10009,CHO-TRI-54000,26.25,7,17.15,9.1
2970,US-2022-156797-CHO-FUD-51000,20220811,20280205,Standard Class,156797,10035,CHO-FUD-51000,7.2,2,4.8,2.4
2971,US-2022-156797-CHO-SCR-58000,20220811,20280205,Standard Class,156797,10035,CHO-SCR-58000,7.2,2,5,2.2
3625,US-2022-121783-CHO-TRI-54000,20221110,20280506,Standard Class,121783,55113,CHO-TRI-54000,11.25,3,7.35,3.9
3626,US-2022-121783-CHO-NUT-13000,20221110,20280506,Standard Class,121783,55113,CHO-NUT-13000,6.98,2,4.98,2
3627,US-2022-121783-CHO-NUT-13000,20221110,20280506,Standard Class,121783,55113,CHO-NUT-13000,10.47,3,7.47,3
3632,US-2022-121783-CHO-SCR-58000,20221110,20280506,Standard Class,121783,55113,CHO-SCR-58000,3.6,1,2.5,1.1
3693,US-2022-164539-CHO-NUT-13000,20221116,20280514,Standard Class,164539,10011,CHO-NUT-13000,17.45,5,12.45,5
5003,US-2023-147375-CHO-NUT-13000,20230612,20281204,Second Class,147375,60623,CHO-NUT-13000,24.43,7,17.43,7
5008,US-2023-147375-SUG-FUN-75000,20230612,20281204,Second Class,147375,60623,SUG-FUN-75000,4.5,3,1.8,2.7
5691,US-2023-151148-CHO-MIL-31000,20230912,20290305,Same Day,151148,80027,CHO-MIL-31000,13,4,8.44,4.56
5704,US-2023-151148-OTH-GUM-21000,20230912,20290305,Same Day,151148,80027,OTH-GUM-21000,3.75,3,1.95,1.8
6248,US-2023-147683-CHO-FUD-51000,20231113,20290509,Standard Class,147683,98103,CHO-FUD-51000,7.2,2,4.8,2.4
7199,US-2024-142867-CHO-NUT-13000,20240317,20290911,Standard Class,142867,77095,CHO-NUT-13000,20.94,6,14.94,6
7203,US-2024-142867-CHO-TRI-54000,20240317,20290911,Standard Class,142867,77095,CHO-TRI-54000,11.25,3,7.35,3.9
7501,US-2024-143665-CHO-NUT-13000,20240426,20291022,Standard Class,143665,98115,CHO-NUT-13000,27.92,8,19.92,8
7502,US-2024-143665-CHO-TRI-54000,20240426,20291022,Standard Class,143665,98115,CHO-TRI-54000,11.25,3,7.35,3.9
8205,US-2024-118346-CHO-SCR-58000,20240723,20300114,First Class,118346,53142,CHO-SCR-58000,18,5,12.5,5.5
2,US-2021-112326-CHO-TRI-54000,20210104,20260701,Standard Class,112326,60540,CHO-TRI-54000,7.5,2,4.9,2.6
3,US-2021-112326-CHO-NUT-13000,20210104,20260701,Standard Class,112326,60540,CHO-NUT-13000,10.47,3,7.47,3
4,US-2021-112326-CHO-SCR-58000,20210104,20260701,Standard Class,112326,60540,CHO-SCR-58000,10.8,3,7.5,3.3
3313,US-2022-156335-CHO-FUD-51000,20220925,20280320,Second Class,156335,07002,CHO-FUD-51000,10.8,3,7.2,3.6
3321,US-2022-156335-CHO-MIL-31000,20220925,20280320,Second Class,156335,07002,CHO-MIL-31000,13,4,8.44,4.56
3324,US-2022-156335-CHO-MIL-31000,20220925,20280320,Second Class,156335,07002,CHO-MIL-31000,6.5,2,4.22,2.28
3719,US-2022-110891-CHO-NUT-13000,20221120,20280516,Standard Class,110891,19140,CHO-NUT-13000,13.96,4,9.96,4
3838,US-2022-144099-CHO-MIL-31000,20221129,20280522,Same Day,144099,94122,CHO-MIL-31000,3.25,1,2.11,1.14
8999,US-2024-103247-CHO-FUD-51000,20241005,20300331,Second Class,103247,10011,CHO-FUD-51000,10.8,3,7.2,3.6
9006,US-2024-103247-CHO-NUT-13000,20241005,20300331,Second Class,103247,10011,CHO-NUT-13000,24.43,7,17.43,7
974,US-2021-115413-SUG-SWE-91000,20210826,20270222,Standard Class,115413,19711,SUG-SWE-91000,4.5,3,2.1,2.4
978,US-2021-115413-CHO-SCR-58000,20210826,20270222,Standard Class,115413,19711,CHO-SCR-58000,10.8,3,7.5,3.3
1042,US-2021-146815-CHO-MIL-31000,20210908,20270306,Standard Class,146815,10009,CHO-MIL-31000,6.5,2,4.22,2.28
1049,US-2021-146815-CHO-SCR-58000,20210908,20270306,Standard Class,146815,10009,CHO-SCR-58000,7.2,2,5,2.2
1243,US-2021-126683-CHO-FUD-51000,20210929,20270324,Second Class,126683,98115,CHO-FUD-51000,7.2,2,4.8,2.4
1245,US-2021-126683-CHO-MIL-31000,20210929,20270324,Second Class,126683,98115,CHO-MIL-31000,29.25,9,18.99,10.26
2724,US-2022-111864-OTH-KAZ-38000,20220619,20271210,Same Day,111864,19134,OTH-KAZ-38000,6.5,2,0.5,6
2797,US-2022-146087-CHO-FUD-51000,20220706,20280101,Standard Class,146087,01040,CHO-FUD-51000,7.2,2,4.8,2.4
4020,US-2022-130253-OTH-LIC-15000,20221214,20280609,Standard Class,130253,90036,OTH-LIC-15000,60,3,30,30
4288,US-2023-108504-CHO-SCR-58000,20230205,20280728,Same Day,108504,30080,CHO-SCR-58000,7.2,2,5,2.2
4289,US-2023-108504-CHO-NUT-13000,20230205,20280728,Same Day,108504,30080,CHO-NUT-13000,10.47,3,7.47,3
4291,US-2023-108504-CHO-TRI-54000,20230205,20280728,Same Day,108504,30080,CHO-TRI-54000,7.5,2,4.9,2.6
4292,US-2023-108504-CHO-FUD-51000,20230205,20280728,Same Day,108504,30080,CHO-FUD-51000,18,5,12,6
